Code,Title,DMsGuild,Levels,Runtime,Magic Item,Magic Item Flavor,Story Award Title,Story Award Description,Spellbook,Locations,Series,Notes
CCC-BMG-27 CORE-3-3,The Spirited Infestation,https://www.dmsguild.com/product/239578/CCCBMG27-CORE-33-The-Spirited-Investigation,1-4,4,Brooch of Shielding,Amulet of Shielding,"The Binder’s Interest
Captain Eledstra’s Regard
Soulless Survivor","The Binder’s Interest
You’ve given a soul to the Binder to save your own or one of your friends. That kind of desperation and deal making is useful to the Binder and its piers. You’re on the Binder’s list of possible mortal assets.

Captain Eledstra’s Regard
Being successful in getting the confession from Zerak has gained the favor of Captain Eledstra. In the future, you may be able to depend on her to help you get out of trouble or to gain the benefit of the doubt from the City Watch of Melvaunt.

Soulless Survivor
You gave up your soul to the arcanoloth known as the Binder. If you die, no magic can return your soul to your body. The lack of a soul has changed you though. Everything you eat tastes bland. Colors are less vibrant. Jokes are less funny, unless someone gets hurt. If you are every brought back to life, you hear a voice in the darkness say, “I’ll let you live... this time!.”",,Melvaunt,,
CCC-BMG-07 HULB-1-1,Hulburg Rebuilding,https://www.dmsguild.com/product/189329/CCCBMG07-HULB-11-Hulburg-Rebuilding,5-10,4,"Vicious Weapon (Mace)
Potion of Greater Healing","Vicious Weapon (Mace)
This mace is crafted into the image of a clenched fist wearing spiked gauntlets. It functions as a holy symbol of Bane when wielded. A cleric or paladin of Bane has advantage on Charisma (Intimidation) checks against followers of Bane.",Gratitude of Hulburg’s Gangs,"Gratitude of Hulburg's Gangs
Write down on the campaign log the character earned the gratitude of one or more of the following gangs of Hulburg: Clan Stoneringer / Scarlet Fangs / Ship Guild. Scratch the names of those gangs the characters aggravated. In general, the gangs keep the whole group responsible for the behavior of one, but if any connection is unclear or characters go out of their way to apologize you can add or remove gangs from individual PC’s rewards.",,Hulburg,,
CCC-BMG-08 HULB-1-2,Hulburg Burning,https://www.dmsguild.com/product/189330/CCCBMG08-HULB-12-Hulburg-Burning,5-10,4,"Lantern of Revealing
Potion of Greater Healing
Potion of Resistance (Necrotic)",,,,,Hulburg,,
CCC-BMG-09 HULB-1-3 ,Hulburg Rising ,https://www.dmsguild.com/product/189331/CCCBMG09-HULB-13-Hulburg-Rising,5-10,4,Wand of Magic Missiles,,,,,Hulburg,,Vial of Holy Water
CCC-BMG-19 HULB-2-1,Winter's Frosty Kiss,https://www.dmsguild.com/product/225183/CCCBMG19-HULB21-Winters-Frosty-Kiss,5-10,4,"Boots of the Winterlands
Potion of Resistance (Cold) (2)
Potion of Healing (2)",,,,,Hulburg,,
CCC-BMG-20 HULB-2-2,Winter's Frigid Wrath,https://www.dmsguild.com/product/225184/CCCBMG20-HULB-22-Winters-Frigid-Wrath,5-10,4,"Spell Scroll of Dispel Magic
Flame Tongue (Longsword)",,,,,Hulburg,,
CCC-BMG-21 HULB-2-3,Winter's Sharp Bite,https://www.dmsguild.com/product/225185/CCCBMG21-HULB-23-Winters-Sharp-Bite,5-10,4,"Armor +1 (Studded Leather)
Potion of Greater Healing","Studded Leather +1
The fur covered armor counts as a cold weather outfit.",,,,Hulburg,,
CCC-BMG-37 HULB-3-1,Weakness of Rock,https://www.dmsguild.com/product/260904/CCCBMG37-HULB-31-Weakness-of-Rock,11-16,4,"Manual of Quickness of Action
Potion of Speed",,"Hanging with the Hags
Gratitude of Brightstar Moonsilver","Hanging with the Hags
Your time with the hags has had a profound effect on you and they have given you a special boon. Once per adventure, you can gain advantage on a d20 roll. Doing so allows the hags to impose disadvantage on a d20 roll later in the adventure at the discretion of the DM.

Gratitude of Brightstar Moonsilver
For rescuing Brightstar, he is grateful and will serve as a mount for lawful good adventurers for three adventures. His stats are the standard unicorn stats found on page 294 of the Monster Manual.",,Hulburg,Obsidian Stone (1),
CCC-BMG-38 HULB-3-2,Dead Canaries,https://www.dmsguild.com/product/260905/CCCBMG38-HULB-32-Dead-Canaries,11-16,4,"Tome of Clear Thought
Potion of Mind Reading
Scroll of Antipathy/Sympathy",,"Mental Fortitude
Mental Fracture","Mental Fortitude
You prevailed in a direct duel of the minds with the alhoon Berach, thus your mind is strengthened. You may choose to have advantage on each of the three mental saves once, scratching each off the sheet after use (once each for an Intelligence, Wisdom and Charisma save).

Mental Fracture
You failed in a direct duel of the minds with the alhoon Berach, thus your mind is weakened. You have disadvantage on each of the first three mental saves once (once each for an Intelligence, Wisdom and Charisma save). In addition, Berach has a special connection with your mind which might have an impact in future adventures.",,Hulburg,Obsidian Stone (2),
CCC-BMG-39 HULB-3-3,Darkest Vein,https://www.dmsguild.com/product/260906/CCCBMG39-HULB-33-Darkest-Vein,11-16,4,"Weapon +3 (Lance)
Potion of Longevity
Potion of Supreme Healing
Spell Scroll of Plane Shift","Weapon +3 (Lance)
This alabaster lance, named “Dream Whirl” by those who created it, is carved with deep swirling patterns that seem to move with you, calming your emotions and silencing surface thoughts.
    Also, the original owner’s dreams and anger still dwell within the lance. When within 120 feet of an illithid (mind flayer), its kin, or any of its creations, righteous fury radiates from the lance as it darkens into deep blood crimson. It functions as an ordinary +3 lance.
","A Merciful Soul
Deadly Sins","A Merciful Soul
After seeing and hearing the plight of the alhoon Berach, you have decided that sparing its life so that it may spend its last year hunting for peace was the correct decision. Whether this will be the correct decision in the future has yet to be determined.

Deadly Sins
Your hubris and sloth-like agility has cost you much. The alhoon Berach gained back its determination and resolve, slaying anyone left in its plane and escaping from your sight. What this means for the region as a whole has yet to be determined, though you know for certain that this cannot be good. The citizens of Hulburg distrust you, causing disadvantage on all social checks for the foreseeable future.",,Hulburg,Obsidian Stone (3),
CCC-BMG-40 HULB-4-1,Whispers from the Deep,https://www.dmsguild.com/product/264698/CCCBMG40-HULB-41-Whispers-from-the-Deep,11-16,4,"Instrument of the Bards (Anstruth Harp)
Potion of Clairvoyance","Instrument of the Bards (Anstruth Harp)
The harp is made out of white bone, carved to look like a kraken with its tentacles ending in the strings. The sounds it produces is especially well-suited for dirges and sea shanties. It glows when a celestial approaches within 100 feet of the harp.",Voice of Dagon / Whispers of Dagon,"Voice of Dagon / Whispers of Dagon
You exposed yourself to the power of the Orb of Creation. Your mind is plagued by whispers and nightmares. You are required to spend 2 more hours completing a long rest than the usual required hours. This story award remains in effect until the character finishes CCC-BMG-HULB 04-03.
    Alternatively, you can choose to remove the curse by spending 10 downtime days meditating and clearing your mind of Dagon’s influence.",,Hulburg,Terror from the Deep (1),
CCC-BMG-41 HULB-4-2,Voices from the Deep,https://www.dmsguild.com/product/264699/CCCBMG41-HULB-42-Voices-from-the-Deep,11-16,4,"Folding Boat
Potion of Superior Healing",,,,,Hulburg,Terror from the Deep (2),
CCC-BMG-42 HULB-4-3,Call of the Deep,https://www.dmsguild.com/product/264701/CCCBMG42-HULB-43-Call-of-the-Deep,11-16,4,"Robe of Eyes
Potion of Water Breathing
Spell Scroll of Water Breathing  (2)","Robe of Eyes
This strange robe seems to move around to some unseen wind and feels oddly warm to the touch. When worn, you hear distant soft whispers easily lost against regular background sounds. There are no individual words, but sometimes you think you actually do understand its words of advice and wisdom.",,,,Hulburg,Terror from the Deep (3),
CCC-BMG-10 HILL-1-1,Arrival,https://www.dmsguild.com/product/184953/CCCBMG10-HILL-11-Arrival,5-10,4,"Gloves of Thievery
Potion of Greater Healing
Potion of Resistance (Acid)","Gloves of Thievery (Emerald Kidgloves)
These delicate, goatskin gloves are colored with a bright green pigment and slip onto the wearer’s hands effortlessly. While wearing these gloves, the wearer experiences irresistible generosity, expressing compliments to those around them and spending coin for the benefit of others without hesitation. Unlike conventional gloves of thievery, these gloves do not turn invisible when worn, but shrink or grow to accommodate a small or medium wearer’s size.","In Yestral’s Service
A Dissident is Here","In Yestral’s Service
Your actions supporting Hillsfar’s current regime have been noticed by the political factions in the City of Trade. You gain advantage on Charisma-based ability checks that involve interacting with any of Hillsfar’s government officials and with the Red Plumes. Additionally, you gain disadvantage on those checks when interacting with anyone actively opposed to First Lord Yestral and his government. If you later earn the A Dissident is Here Story Award, you lose this Story Award and any of its effects.

A Dissident is Here
Your actions subverting Hillsfar’s current regime have been noticed by the political factions in the City of Trade. You gain advantage on Charisma-based ability checks that involve interacting with anyone actively opposed to First Lord Yestral and his government. Additionally, you gain disadvantage on those checks when interacting with any of Hillsfar’s government officials and with the Red Plumes. If you later earn the In Yestral’s Service Story Award, you lose this Story Award and any of its effects.",,Hillsfar,Dark Intentions (1),
CCC-BMG-11 HILL-1-2,Exodus,https://www.dmsguild.com/product/184994/CCCBMG11-HILL-12-Exodus,5-10,4,"Periapt of Wound Closure
Potion of Giant Strength (Hill)
Potion of Growth","Periapt of Wound Closure 
This fine gold pendant boasts a small, golden charm depicting two upturned, open hands with long, graceful fingers holding a set of three small crystals. It does have one minor drawback. Unless the wielder is a construct or of fey origin (including elves and half-elves), they suffer a non-life threatening allergic reaction during the entire short rest they are attuning to the item, as well as for 2d4 rounds after each use. The allergic reaction may take the form of sneezing, coughing, itching, or watery eyes and may vary from use to use.","I Only Do This for Special Customers
You Should Stick Around for a While","I Only Do This for Special Customers
Upon presenting their coupon at Tity’s Emporium in Hillsfar, the character may select any one (and only one) of the following benefits:
    • 10% off the total bill of any normal equipment purchase of 50 gp or more (before discount). This includes everything in the armor, weapons, adventuring gear, and tools tables from the Equipment chapter of the Player’s Handbook.
    • One weapon you already own silvered at half price (50 gp instead of the usual 100 gp).
    • Closeout special! You may purchase a single potion of climbing for 50 gp. They do not usually sell these potions, but Fortuna tells the character she had a recent opportunity to purchase another merchant’s remaining stock at the “end of the season.”
Remove this story award from your logsheet once it has been used.

You Should Stick Around for a While (Option 1)
Until the character either completes adventure HILL 1-3 or reaches 11th level (whichever comes first), the character enjoys a Comfortable lifestyle without any expense while they are in Hillsfar.

You Should Stick Around for a While (Option 2)
Until the wizard either completes adventure HILL 1-3 or reaches 11th level (whichever comes first), they are granted free access to the Mage’s Guild library in Hillsfar Castle. The character may spend downtime and gold to copy into their spellbook any two PHB spells of level 4 or lower that they do not currently have. The wizard must still spend the lifestyle expenses associated with the total downtime invested.",,Hillsfar,Dark Intentions (2),"Downtime Activity: Know Your Enemy
With access to the libraries of Hillsfar and the knowledge of the citizens of Elventree, you may spend 5 downtime days engaged in research on evil fey creatures and gain advantage on any single skill check or attack against an evil fey creature. Remove this story award from your adventure logsheet once it has been used."
CCC-BMG-12 HILL-1-3,Resurgence,https://www.dmsguild.com/product/185273/CCCBMG12-HILL-13-Resurgence,5-10,4,"Sending Stones
Potion of Greater Healing
Potion of Growth","Sending Stones (Audience Stones)
These smooth stones made of marble have the crest of Hillsfar carved into them. As well as the properties described in the Dungeon Master’s Guide (pg. 199), these stones also have the ability to directly contact the First Lord of Hillsfar. You have been assured that he always keeps the stone close at hand. Contacting the First Lord expends the single use the stones gain every dawn.","Savior of Hillsfar
Special Brew","Savior of Hillsfar
Your actions in finding the portals created by Malkyn Grenefeld have given the army of Hillsfar a chance against the incoming Dark Fey. The citizens of Hillsfar recognize you when you are in a public tavern or inn. The first round of drinks and food are paid for by grateful patrons. Your first night of stay at any inn is on the house as well.

Special Brew
Master Landon has promised to brew one potion of your choice (common or uncommon) to thank you for ensuring the safety of her Guild Mage.",,Hillsfar,Dark Intentions (3),
